customer_id,customer_company,customer_last_name,customer_first_name,customer_email_address,customer_job_title,customer_business_phone,customer_home_phone,customer_mobile_phone,customer_fax_number,customer_address,customer_city,customer_state_province,customer_zip_postal_code,customer_country_region,customer_web_page,customer_notes,customer_attachments,employee_id,employee_company,employee_last_name,employee_first_name,employee_email_address,employee_job_title,employee_business_phone,employee_home_phone,employee_mobile_phone,employee_fax_number,employee_address,employee_city,employee_state_province,employee_zip_postal_code,employee_country_region,employee_web_page,employee_notes,employee_attachments,product_id,product_code,product_name,description,supplier_company,standard_cost,list_price,reorder_level,target_level,quantity_per_unit,discontinued,minimum_reorder_quantity,category,attachments,order_id,shipper_id,quantity,unit_price,discount,status_id,date_allocated,purchase_order_id,inventory_id,order_date,shipped_date,paid_date,insertion_timestamp
3,Company C,Axen,Thomas,,Purchasing Representative,(123)555-0100,,,(123)555-0101,123 3rd Street,Los Angelas,CA,99999,USA,,,,2,Northwind Traders,Cencini,Andrew,andrew@northwindtraders.com,"Vice President, Sales",(123)555-0100,(123)555-0102,,(123)555-0103,123 2nd Avenue,Bellevue,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales.",,56,NWTP-56,Northwind Traders Gnocchi,,Supplier A,28.5,38.0,30,120,24 - 250 g pkgs.,0,30,Pasta,,81,,0,38.0,0,0,,,,2006-04-25,,,2025-08-12 10:44:19.357-04
9,Company I,Mortensen,Sven,,Purchasing Manager,(123)555-0100,,,(123)555-0101,123 9th Street,Salt Lake City,UT,99999,USA,,,,7,Northwind Traders,Zare,Robert,robert@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 7th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,,41,NWTSO-41,Northwind Traders Clam Chowder,,Supplier F,7.2375,9.65,10,40,12 - 12 oz cans,0,10,Soups,,73,1,10,9.65,0,2,,,125,2006-06-05,6/5/2006 0:00:00,6/5/2006 0:00:00,2025-08-12 10:44:19.357-04
10,Company J,Wacker,Roland,,Purchasing Manager,(123)555-0100,,,(123)555-0101,123 10th Street,Chicago,IL,99999,USA,,,,4,Northwind Traders,Sergienko,Mariya,mariya@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 4th Avenue,Kirkland,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,,81,NWTB-81,Northwind Traders Green Tea,,Supplier C,2.0,2.99,100,125,20 bags per box,0,25,Beverages,,40,2,200,2.99,0,2,,101,73,2006-03-24,3/24/2006 0:00:00,3/24/2006 0:00:00,2025-08-12 10:44:19.357-04
27,Company AA,Toh,Karen,,Purchasing Manager,(123)555-0100,,,(123)555-0101,789 27th Street,Las Vegas,NV,99999,USA,,,,9,Northwind Traders,Hellung-Larsen,Anne,anne@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 9th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Fluent in French and German.,,80,NWTDFN-80,Northwind Traders Dried Plums,,Supplier B,3.0,3.5,50,75,1 lb bag,0,25,Dried Fruit & Nuts,,30,2,30,3.5,0,2,,,63,2006-01-15,1/22/2006 0:00:00,1/15/2006 0:00:00,2025-08-12 10:44:19.357-04
28,Company BB,Raghav,Amritansh,,Purchasing Manager,(123)555-0100,,,(123)555-0101,789 28th Street,Memphis,TN,99999,USA,,,,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,,40,NWTCM-40,Northwind Traders Crab Meat,,Supplier G,13.8,18.4,30,120,24 - 4 oz tins,0,30,Canned Meat,,45,3,50,18.4,0,2,,,91,2006-04-07,4/7/2006 0:00:00,4/7/2006 0:00:00,2025-08-12 10:44:19.357-04
1,Company A,Bedecs,Anna,,Owner,(123)555-0100,,,(123)555-0101,123 1st Street,Seattle,WA,99999,USA,,,,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,,1,NWTB-1,Northwind Traders Chai,,Supplier D,13.5,18.0,10,40,10 boxes x 20 bags,0,10,Beverages,,44,,25,18.0,0,1,,,88,2006-03-24,,,2025-08-12 10:44:19.357-04
3,Company C,Axen,Thomas,,Purchasing Representative,(123)555-0100,,,(123)555-0101,123 3rd Street,Los Angelas,CA,99999,USA,,,,4,Northwind Traders,Sergienko,Mariya,mariya@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 4th Avenue,Kirkland,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,,3,NWTCO-3,Northwind Traders Syrup,,Supplier J,7.5,10.0,25,100,12 - 550 ml bottles,0,25,Condiments,,63,2,50,10.0,0,2,,,132,2006-04-25,4/25/2006 0:00:00,4/25/2006 0:00:00,2025-08-12 10:44:19.357-04
9,Company I,Mortensen,Sven,,Purchasing Manager,(123)555-0100,,,(123)555-0101,123 9th Street,Salt Lake City,UT,99999,USA,,,,7,Northwind Traders,Zare,Robert,robert@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 7th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,,72,NWTD-72,Northwind Traders Mozzarella,,Supplier E,26.1,34.8,10,40,24 - 200 g pkgs.,0,10,Dairy `dl_northwind`.`products`,,46,1,50,34.8,0,2,,106,114,2006-04-05,4/5/2006 0:00:00,4/5/2006 0:00:00,2025-08-12 10:44:19.357-04
12,Company L,Edwards,John,,Purchasing Manager,(123)555-0100,,,(123)555-0101,123 12th Street,Las Vegas,NV,99999,USA,,,,4,Northwind Traders,Sergienko,Mariya,mariya@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 4th Avenue,Kirkland,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,,1,NWTB-1,Northwind Traders Chai,,Supplier D,13.5,18.0,10,40,10 boxes x 20 bags,0,10,Beverages,,32,2,15,18.0,0,2,,,67,2006-01-22,1/22/2006 0:00:00,1/22/2006 0:00:00,2025-08-12 10:44:19.357-04
29,Company CC,Lee,Soo Jung,,Purchasing Manager,(123)555-0100,,,(123)555-0101,789 29th Street,Denver,CO,99999,USA,,,,3,Northwind Traders,Kotas,Jan,jan@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 3rd Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Was hired as a sales associate and was promoted to sales representative.,,48,NWTCA-48,Northwind Traders Chocolate,,Supplier J,9.5625,12.75,25,100,10 pkgs,0,25,Candy,,35,2,10,12.75,0,2,,,70,2006-02-10,2/12/2006 0:00:00,2/10/2006 0:00:00,2025-08-12 10:44:19.357-04
4,Company D,Lee,Christina,,Purchasing Manager,(123)555-0100,,,(123)555-0101,123 4th Street,New York,NY,99999,USA,,,,9,Northwind Traders,Hellung-Larsen,Anne,anne@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 9th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Fluent in French and German.,,19,NWTBGM-19,Northwind Traders Chocolate Biscuits Mix,,Supplier A,6.9,9.2,5,20,10 boxes x 12 pieces,0,5,Baked Goods & Mixes,,34,3,20,9.2,0,2,,,69,2006-02-06,2/7/2006 0:00:00,2/6/2006 0:00:00,2025-08-12 10:44:19.357-04
4,Company D,Lee,Christina,,Purchasing Manager,(123)555-0100,,,(123)555-0101,123 4th Street,New York,NY,99999,USA,,,,2,Northwind Traders,Cencini,Andrew,andrew@northwindtraders.com,"Vice President, Sales",(123)555-0100,(123)555-0102,,(123)555-0103,123 2nd Avenue,Bellevue,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales.",,56,NWTP-56,Northwind Traders Gnocchi,,Supplier A,28.5,38.0,30,120,24 - 250 g pkgs.,0,30,Pasta,,80,,10,38.0,0,1,,,136,2006-04-25,,,2025-08-12 10:44:19.357-04
6,Company F,Pérez-Olaeta,Francisco,,Purchasing Manager,(123)555-0100,,,(123)555-0101,123 6th Street,Milwaukee,WI,99999,USA,,,,6,Northwind Traders,Neipper,Michael,michael@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 6th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Fluent in Japanese and can read and write French, Portuguese, and Spanish.",,34,NWTB-34,Northwind Traders Beer,,Supplier D,10.5,14.0,15,60,24 - 12 oz bottles,0,15,Beverages,,47,2,300,14.0,0,2,,107,108,2006-04-08,4/8/2006 0:00:00,4/8/2006 0:00:00,2025-08-12 10:44:19.357-04
6,Company F,Pérez-Olaeta,Francisco,,Purchasing Manager,(123)555-0100,,,(123)555-0101,123 6th Street,Milwaukee,WI,99999,USA,,,,8,Northwind Traders,Giussani,Laura,laura@northwindtraders.com,Sales Coordinator,(123)555-0100,(123)555-0102,,(123)555-0103,123 8th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Reads and writes French.,,8,NWTS-8,Northwind Traders Curry Sauce,,Supplier H,30.0,40.0,10,40,12 - 12 oz jars,0,10,Sauces,,37,2,17,40.0,0,2,,,71,2006-03-06,3/9/2006 0:00:00,3/6/2006 0:00:00,2025-08-12 10:44:19.357-04
8,Company H,Andersen,Elizabeth,,Purchasing Representative,(123)555-0100,,,(123)555-0101,123 8th Street,Portland,OR,99999,USA,,,,4,Northwind Traders,Sergienko,Mariya,mariya@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 4th Avenue,Kirkland,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,,48,NWTCA-48,Northwind Traders Chocolate,,Supplier J,9.5625,12.75,25,100,10 pkgs,0,25,Candy,,75,2,40,12.75,0,2,,,123,2006-06-05,6/5/2006 0:00:00,6/5/2006 0:00:00,2025-08-12 10:44:19.357-04
3,Company C,Axen,Thomas,,Purchasing Representative,(123)555-0100,,,(123)555-0101,123 3rd Street,Los Angelas,CA,99999,USA,,,,4,Northwind Traders,Sergienko,Mariya,mariya@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 4th Avenue,Kirkland,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,,8,NWTS-8,Northwind Traders Curry Sauce,,Supplier H,30.0,40.0,10,40,12 - 12 oz jars,0,10,Sauces,,63,2,3,40.0,0,2,,,133,2006-04-25,4/25/2006 0:00:00,4/25/2006 0:00:00,2025-08-12 10:44:19.357-04
6,Company F,Pérez-Olaeta,Francisco,,Purchasing Manager,(123)555-0100,,,(123)555-0101,123 6th Street,Milwaukee,WI,99999,USA,,,,2,Northwind Traders,Cencini,Andrew,andrew@northwindtraders.com,"Vice President, Sales",(123)555-0100,(123)555-0102,,(123)555-0103,123 2nd Avenue,Bellevue,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales.",,48,NWTCA-48,Northwind Traders Chocolate,,Supplier J,9.5625,12.75,25,100,10 pkgs,0,25,Candy,,56,3,10,12.75,0,2,,111,99,2006-04-03,4/3/2006 0:00:00,4/3/2006 0:00:00,2025-08-12 10:44:19.357-04
6,Company F,Pérez-Olaeta,Francisco,,Purchasing Manager,(123)555-0100,,,(123)555-0101,123 6th Street,Milwaukee,WI,99999,USA,,,,6,Northwind Traders,Neipper,Michael,michael@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 6th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Fluent in Japanese and can read and write French, Portuguese, and Spanish.",,48,NWTCA-48,Northwind Traders Chocolate,,Supplier J,9.5625,12.75,25,100,10 pkgs,0,25,Candy,,74,2,40,12.75,0,2,,,124,2006-06-08,6/8/2006 0:00:00,6/8/2006 0:00:00,2025-08-12 10:44:19.357-04
8,Company H,Andersen,Elizabeth,,Purchasing Representative,(123)555-0100,,,(123)555-0101,123 8th Street,Portland,OR,99999,USA,,,,4,Northwind Traders,Sergienko,Mariya,mariya@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 4th Avenue,Kirkland,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,,19,NWTBGM-19,Northwind Traders Chocolate Biscuits Mix,,Supplier A,6.9,9.2,5,20,10 boxes x 12 pieces,0,5,Baked Goods & Mixes,,48,2,25,9.2,0,2,,109,112,2006-04-05,4/5/2006 0:00:00,4/5/2006 0:00:00,2025-08-12 10:44:19.357-04
10,Company J,Wacker,Roland,,Purchasing Manager,(123)555-0100,,,(123)555-0101,123 10th Street,Chicago,IL,99999,USA,,,,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,,4,NWTCO-4,Northwind Traders Cajun Seasoning,,Supplier J,16.5,22.0,10,40,48 - 6 oz jars,0,10,Condiments,,42,1,10,22.0,0,2,,,85,2006-03-24,4/7/2006 0:00:00,,2025-08-12 10:44:19.357-04
25,Company Y,Rodman,John,,Purchasing Manager,(123)555-0100,,,(123)555-0101,789 25th Street,Chicago,IL,99999,USA,,,,9,Northwind Traders,Hellung-Larsen,Anne,anne@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 9th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Fluent in French and German.,,4,NWTCO-4,Northwind Traders Cajun Seasoning,,Supplier J,16.5,22.0,10,40,48 - 6 oz jars,0,10,Condiments,,76,1,30,22.0,0,2,,,122,2006-06-05,6/5/2006 0:00:00,6/5/2006 0:00:00,2025-08-12 10:44:19.357-04
6,Company F,Pérez-Olaeta,Francisco,,Purchasing Manager,(123)555-0100,,,(123)555-0101,123 6th Street,Milwaukee,WI,99999,USA,,,,2,Northwind Traders,Cencini,Andrew,andrew@northwindtraders.com,"Vice President, Sales",(123)555-0100,(123)555-0102,,(123)555-0103,123 2nd Avenue,Bellevue,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales.",,51,NWTDFN-51,Northwind Traders Dried Apples,,Supplier B,39.75,53.0,10,40,50 - 300 g pkgs.,0,10,Dried Fruit & Nuts,,79,3,30,53.0,0,2,,,118,2006-06-23,6/23/2006 0:00:00,6/23/2006 0:00:00,2025-08-12 10:44:19.357-04
8,Company H,Andersen,Elizabeth,,Purchasing Representative,(123)555-0100,,,(123)555-0101,123 8th Street,Portland,OR,99999,USA,,,,3,Northwind Traders,Kotas,Jan,jan@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 3rd Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Was hired as a sales associate and was promoted to sales representative.,,48,NWTCA-48,Northwind Traders Chocolate,,Supplier J,9.5625,12.75,25,100,10 pkgs,0,25,Candy,,39,3,100,12.75,0,2,,100,75,2006-03-22,3/24/2006 0:00:00,3/22/2006 0:00:00,2025-08-12 10:44:19.357-04
9,Company I,Mortensen,Sven,,Purchasing Manager,(123)555-0100,,,(123)555-0101,123 9th Street,Salt Lake City,UT,99999,USA,,,,7,Northwind Traders,Zare,Robert,robert@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 7th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,,57,NWTP-57,Northwind Traders Ravioli,,Supplier A,14.625,19.5,20,80,24 - 250 g pkgs.,0,20,Pasta,,46,1,100,19.5,0,2,,105,101,2006-04-05,4/5/2006 0:00:00,4/5/2006 0:00:00,2025-08-12 10:44:19.357-04
10,Company J,Wacker,Roland,,Purchasing Manager,(123)555-0100,,,(123)555-0101,123 10th Street,Chicago,IL,99999,USA,,,,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,,80,NWTDFN-80,Northwind Traders Dried Plums,,Supplier B,3.0,3.5,50,75,1 lb bag,0,25,Dried Fruit & Nuts,,69,1,15,3.5,0,2,,,129,2006-05-24,,,2025-08-12 10:44:19.357-04
26,Company Z,Liu,Run,,Accounting Assistant,(123)555-0100,,,(123)555-0101,789 26th Street,Miami,FL,99999,USA,,,,9,Northwind Traders,Hellung-Larsen,Anne,anne@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 9th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Fluent in French and German.,,40,NWTCM-40,Northwind Traders Crab Meat,,Supplier G,13.8,18.4,30,120,24 - 4 oz tins,0,30,Canned Meat,,51,3,30,18.4,0,2,,,95,2006-04-05,4/5/2006 0:00:00,4/5/2006 0:00:00,2025-08-12 10:44:19.357-04
1,Company A,Bedecs,Anna,,Owner,(123)555-0100,,,(123)555-0101,123 1st Street,Seattle,WA,99999,USA,,,,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,,40,NWTCM-40,Northwind Traders Crab Meat,,Supplier G,13.8,18.4,30,120,24 - 4 oz tins,0,30,Canned Meat,,71,3,40,18.4,0,2,,,127,2006-05-24,,,2025-08-12 10:44:19.357-04
4,Company D,Lee,Christina,,Purchasing Manager,(123)555-0100,,,(123)555-0101,123 4th Street,New York,NY,99999,USA,,,,3,Northwind Traders,Kotas,Jan,jan@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 3rd Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Was hired as a sales associate and was promoted to sales representative.,,52,NWTG-52,Northwind Traders Long Grain Rice,,Supplier A,5.25,7.0,25,100,16 - 2 kg boxes,0,25,Grains,,58,1,40,7.0,0,2,,,135,2006-04-22,4/22/2006 0:00:00,4/22/2006 0:00:00,2025-08-12 10:44:19.357-04
8,Company H,Andersen,Elizabeth,,Purchasing Representative,(123)555-0100,,,(123)555-0101,123 8th Street,Portland,OR,99999,USA,,,,4,Northwind Traders,Sergienko,Mariya,mariya@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 4th Avenue,Kirkland,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,,8,NWTS-8,Northwind Traders Curry Sauce,,Supplier H,30.0,40.0,10,40,12 - 12 oz jars,0,10,Sauces,,48,2,25,40.0,0,2,,108,106,2006-04-05,4/5/2006 0:00:00,4/5/2006 0:00:00,2025-08-12 10:44:19.357-04
10,Company J,Wacker,Roland,,Purchasing Manager,(123)555-0100,,,(123)555-0101,123 10th Street,Chicago,IL,99999,USA,,,,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,,19,NWTBGM-19,Northwind Traders Chocolate Biscuits Mix,,Supplier A,6.9,9.2,5,20,10 boxes x 12 pieces,0,5,Baked Goods & Mixes,,42,1,10,9.2,0,2,,103,110,2006-03-24,4/7/2006 0:00:00,,2025-08-12 10:44:19.357-04
11,Company K,Krschne,Peter,,Purchasing Manager,(123)555-0100,,,(123)555-0101,123 11th Street,Miami,FL,99999,USA,,,,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,,8,NWTS-8,Northwind Traders Curry Sauce,,Supplier H,30.0,40.0,10,40,12 - 12 oz jars,0,10,Sauces,,70,3,20,40.0,0,2,,,128,2006-05-24,,,2025-08-12 10:44:19.357-04
